Time stamp sent long;Time stamp sent short [microseconds];Time stamp received long;Time stamp received short [microseconds];Infrared_FrontRight;Infrared_Rear;Infrared_RearRight;UltraSonic_FrontCenter;UltraSonic_FrontRight;UltraSonic_RearRight
2017-02-09 19:58:09.682901;1486670289682901;2017-02-09 19:58:09.684311;1486670289684311;-1;-1;-1;-1;-1;26.3705
2017-02-09 19:58:09.781932;1486670289781932;2017-02-09 19:58:09.783271;1486670289783271;-1;-1;-1;-1;-1;5.08173
2017-02-09 19:58:09.883578;1486670289883578;2017-02-09 19:58:09.888895;1486670289888895;-1;-1;-1;-1;-1;4.94048
2017-02-09 19:58:09.978696;1486670289978696;2017-02-09 19:58:09.980222;1486670289980222;-1;-1;-1;-1;-1;4.81627
2017-02-09 19:58:10.79591;1486670290079591;2017-02-09 19:58:10.86917;1486670290086917;-1;-1;-1;-1;-1;4.7061
2017-02-09 19:58:10.183120;1486670290183120;2017-02-09 19:58:10.183964;1486670290183964;-1;-1;-1;-1;-1;4.60906
2017-02-09 19:58:10.283702;1486670290283702;2017-02-09 19:58:10.284819;1486670290284819;-1;-1;-1;-1;-1;4.52322
2017-02-09 19:58:10.380721;1486670290380721;2017-02-09 19:58:10.387115;1486670290387115;-1;-1;-1;-1;-1;4.44785
2017-02-09 19:58:10.481252;1486670290481252;2017-02-09 19:58:10.482668;1486670290482668;-1;-1;-1;-1;-1;4.38155
2017-02-09 19:58:10.579901;1486670290579901;2017-02-09 19:58:10.581286;1486670290581286;-1;-1;-1;-1;-1;4.32063
2017-02-09 19:58:10.677874;1486670290677874;2017-02-09 19:58:10.679045;1486670290679045;-1;-1;-1;-1;-1;4.27308
2017-02-09 19:58:10.782424;1486670290782424;2017-02-09 19:58:10.783766;1486670290783766;-1;-1;-1;-1;-1;4.22937
2017-02-09 19:58:10.880049;1486670290880049;2017-02-09 19:58:10.880681;1486670290880681;-1;-1;-1;-1;-1;4.19194
2017-02-09 19:58:10.977093;1486670290977093;2017-02-09 19:58:10.978130;1486670290978130;-1;-1;-1;-1;-1;4.16028
2017-02-09 19:58:11.84975;1486670291084975;2017-02-09 19:58:11.86228;1486670291086228;-1;-1;-1;-1;-1;4.13373
2017-02-09 19:58:11.177748;1486670291177748;2017-02-09 19:58:11.180374;1486670291180374;-1;-1;-1;-1;-1;4.15688
2017-02-09 19:58:11.277859;1486670291277859;2017-02-09 19:58:11.284685;1486670291284685;-1;-1;-1;-1;-1;4.21167
2017-02-09 19:58:11.377403;1486670291377403;2017-02-09 19:58:11.379433;1486670291379433;-1;-1;-1;-1;-1;4.26584
2017-02-09 19:58:11.478224;1486670291478224;2017-02-09 19:58:11.479321;1486670291479321;-1;-1;-1;-1;-1;4.32543
2017-02-09 19:58:11.579801;1486670291579801;2017-02-09 19:58:11.581041;1486670291581041;-1;-1;-1;-1;-1;4.38919
2017-02-09 19:58:11.677648;1486670291677648;2017-02-09 19:58:11.686751;1486670291686751;-1;-1;-1;-1;-1;4.45574
2017-02-09 19:58:11.777645;1486670291777645;2017-02-09 19:58:11.780216;1486670291780216;-1;-1;-1;-1;-1;4.52611
2017-02-09 19:58:11.877167;1486670291877167;2017-02-09 19:58:11.878781;1486670291878781;-1;-1;-1;-1;-1;4.60027
2017-02-09 19:58:11.977588;1486670291977588;2017-02-09 19:58:11.980365;1486670291980365;-1;-1;-1;-1;-1;4.67606
2017-02-09 19:58:12.80139;1486670292080139;2017-02-09 19:58:12.82493;1486670292082493;-1;-1;-1;-1;-1;4.98945
2017-02-09 19:58:12.177502;1486670292177502;2017-02-09 19:58:12.179050;1486670292179050;-1;-1;-1;-1;-1;5.37054
2017-02-09 19:58:12.279379;1486670292279379;2017-02-09 19:58:12.280262;1486670292280262;-1;-1;-1;-1;-1;5.78034
2017-02-09 19:58:12.378672;1486670292378672;2017-02-09 19:58:12.379785;1486670292379785;-1;-1;-1;-1;-1;6.21947
2017-02-09 19:58:12.479421;1486670292479421;2017-02-09 19:58:12.480473;1486670292480473;-1;-1;-1;-1;-1;6.69569
2017-02-09 19:58:12.577828;1486670292577828;2017-02-09 19:58:12.578804;1486670292578804;-1;-1;-1;-1;-1;7.21077
2017-02-09 19:58:12.678249;1486670292678249;2017-02-09 19:58:12.679127;1486670292679127;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:12.779343;1486670292779343;2017-02-09 19:58:12.781462;1486670292781462;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:12.878020;1486670292878020;2017-02-09 19:58:12.879670;1486670292879670;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:12.978939;1486670292978939;2017-02-09 19:58:12.981304;1486670292981304;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.78617;1486670293078617;2017-02-09 19:58:13.80635;1486670293080635;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.178674;1486670293178674;2017-02-09 19:58:13.180186;1486670293180186;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.280590;1486670293280590;2017-02-09 19:58:13.281145;1486670293281145;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.386117;1486670293386117;2017-02-09 19:58:13.393311;1486670293393311;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.482063;1486670293482063;2017-02-09 19:58:13.482997;1486670293482997;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.576938;1486670293576938;2017-02-09 19:58:13.578383;1486670293578383;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.678188;1486670293678188;2017-02-09 19:58:13.682537;1486670293682537;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.779610;1486670293779610;2017-02-09 19:58:13.782044;1486670293782044;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.882019;1486670293882019;2017-02-09 19:58:13.885098;1486670293885098;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:13.978531;1486670293978531;2017-02-09 19:58:13.979136;1486670293979136;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.78974;1486670294078974;2017-02-09 19:58:14.79624;1486670294079624;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.177856;1486670294177856;2017-02-09 19:58:14.178617;1486670294178617;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.281280;1486670294281280;2017-02-09 19:58:14.281857;1486670294281857;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.378171;1486670294378171;2017-02-09 19:58:14.378761;1486670294378761;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.480854;1486670294480854;2017-02-09 19:58:14.483323;1486670294483323;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.582659;1486670294582659;2017-02-09 19:58:14.593623;1486670294593623;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.678789;1486670294678789;2017-02-09 19:58:14.682504;1486670294682504;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.783834;1486670294783834;2017-02-09 19:58:14.785515;1486670294785515;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.877287;1486670294877287;2017-02-09 19:58:14.878608;1486670294878608;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:14.984097;1486670294984097;2017-02-09 19:58:14.987301;1486670294987301;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.76894;1486670295076894;2017-02-09 19:58:15.86059;1486670295086059;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.182881;1486670295182881;2017-02-09 19:58:15.184047;1486670295184047;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.279972;1486670295279972;2017-02-09 19:58:15.281079;1486670295281079;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.380189;1486670295380189;2017-02-09 19:58:15.381900;1486670295381900;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.482038;1486670295482038;2017-02-09 19:58:15.494679;1486670295494679;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.576818;1486670295576818;2017-02-09 19:58:15.578761;1486670295578761;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.684291;1486670295684291;2017-02-09 19:58:15.685934;1486670295685934;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.779174;1486670295779174;2017-02-09 19:58:15.780805;1486670295780805;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.880476;1486670295880476;2017-02-09 19:58:15.883058;1486670295883058;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:15.979766;1486670295979766;2017-02-09 19:58:15.980756;1486670295980756;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.79533;1486670296079533;2017-02-09 19:58:16.81009;1486670296081009;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.177881;1486670296177881;2017-02-09 19:58:16.182338;1486670296182338;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.277800;1486670296277800;2017-02-09 19:58:16.280757;1486670296280757;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.378401;1486670296378401;2017-02-09 19:58:16.380689;1486670296380689;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.482550;1486670296482550;2017-02-09 19:58:16.483489;1486670296483489;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.576955;1486670296576955;2017-02-09 19:58:16.582971;1486670296582971;-1;-1;-1;-1;-1;-1
2017-02-09 19:58:16.677989;1486670296677989;2017-02-09 19:58:16.682001;1486670296682001;-1;-1;-1;-1;-1;-1
